LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000975323 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1800   -951.04357            0   -900.78722   -114161.75    5330.9442 
    3200    1748.1151    -938.8863            0   -890.07859   -11397.809     4735.421 
Loop time of 2.2582 on 1 procs for 3200 steps with 217 atoms

Performance: 367.302 ns/day, 0.065 hours/ns, 1417.058 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.1666     | 2.1666     | 2.1666     |   0.0 | 95.94
Neigh   | 0.041994   | 0.041994   | 0.041994   |   0.0 |  1.86
Comm    | 0.014594   | 0.014594   | 0.014594   |   0.0 |  0.65
Output  | 2.3775e-05 | 2.3775e-05 | 2.3775e-05 |   0.0 |  0.00
Modify  | 0.029917   | 0.029917   | 0.029917   |   0.0 |  1.32
Other   |            | 0.005057   |            |       |  0.22

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4194 ave 4194 max 4194 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8388 ave 8388 max 8388 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8388
Ave neighs/atom = 38.6544
Neighbor list builds = 71
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.664 | 9.664 | 9.664 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200    -938.8863    48.807709   -890.07859    1748.1151   -11397.809    2.1297595            0 5.4350456e-32 
    3300   -939.33465    50.254112   -889.08054      1799.92    5665.2868    2.1667127 0.0030815888   0.12798413 
   98100   -941.44114    53.761252   -887.67989    1925.5331   -7681.7417    2.1366304    165.58453   0.14738331 
   98200   -934.98009    53.932218   -881.04788    1931.6565   -2266.6923    2.1356433    173.91358   0.16026994 
   98300    -939.6382    50.669839   -888.96836    1814.8099    8515.6277    2.1809917    167.56331   0.15370036 
   98400   -937.51577    46.774271    -890.7415    1675.2847   -2717.4923    2.1478527    167.75251   0.15493433 
   98500    -934.3411    51.388283   -882.95282    1840.5419   -11175.084    2.1175656    171.13606   0.16332019 
   98600   -938.60717    55.847565    -882.7596    2000.2573    10896.197    2.1780647    179.28606   0.16293663 
   98700   -940.95881    50.667485   -890.29132    1814.7256     3859.712    2.1686834    143.17334   0.15327333 
   98800   -940.44579    51.030805   -889.41498    1827.7384    -12302.48    2.1276567    164.92919   0.15044872 
   98900   -936.98921    51.306353   -885.68285    1837.6075    5772.9923    2.1616881    174.26194   0.14602333 
   99000   -943.71735    47.902412   -895.81494    1715.6907    9676.9962    2.1897758    172.13554   0.15019786 
   99100    -937.3152    46.019491   -891.29571    1648.2513    -6856.651    2.1336474    192.96921    0.1383116 
   99200   -939.14655    51.697645    -887.4489    1851.6222    1152.2621    2.1556071    190.16786   0.15057738 
   99300   -943.26254    52.809172   -890.45337     1891.433    6316.3712    2.1832092    179.96599   0.14612485 
   99400   -942.42646    45.025619   -897.40084    1612.6544   -2690.1256    2.1624981     162.7412   0.15240591 
   99500   -934.51937    46.708487   -887.81088    1672.9286   -5056.0465    2.1416802    171.82092   0.17716429 
   99600   -942.67983    57.010932    -885.6689    2041.9248      3031.14    2.1700215    149.74929   0.15446032 
   99700   -942.22236    48.323609   -893.89875    1730.7764    5122.7563    2.1748897    142.03136   0.14640478 
   99800   -935.87167    49.689418   -886.18226    1779.6947   -5031.3067    2.1397694    137.43924   0.15327887 
   99900   -935.63114    50.056644   -885.57449    1792.8474    414.96804    2.1557195    160.20409   0.16920532 
  100000   -937.81186    46.913636   -890.89823    1680.2763    5094.3142    2.1721695    141.38104   0.15304307 
  100100   -937.50502    52.498387   -885.00663    1880.3018     1763.444    2.1534415    150.10404   0.17801417 
  100200   -936.86567    52.849844   -884.01583    1892.8897   -652.95609    2.1461329    164.46855    0.1806138 
  100300   -943.26916    51.634545   -891.63461    1849.3622   -2307.9205    2.1596875    211.74469   0.16820793 
  100400    -940.3108    52.575466   -887.73533    1883.0625     836.3884     2.160711     230.3518   0.13817438 
  100500   -937.07651    53.833675   -883.24283     1928.127   -2845.5195    2.1410688    227.02724   0.15094461 
  100600    -945.0826    50.542974   -894.53963     1810.266    3566.1628    2.1773449     240.8279   0.12350113 
  100700    -939.9401    49.149492   -890.79061    1760.3566   -126.31231     2.163005    240.15496   0.15439121 
  100800   -937.91148    50.450809   -887.46067     1806.965   -4946.9991    2.1474015    241.13365   0.14313599 
  100900   -946.01124    48.885572   -897.12566    1750.9039     3223.413    2.1841022    225.73266   0.14646806 
  101000    -941.3244    47.258726   -894.06567    1692.6362   -371.42707    2.1681455    235.93318   0.14647457 
  101100   -941.60603    52.729984   -888.87605    1888.5968    -6237.141    2.1442211    227.14492   0.14102097 
  101200   -939.65281     49.71111    -889.9417    1780.4717    5533.9249    2.1726099    234.55731   0.14299612 
  101300   -944.10079    47.106005   -896.99478    1687.1663    8089.9133     2.194131    231.74606   0.14372071 
  101400   -938.21367    50.591416   -887.62225    1812.0011    -12955.91    2.1254417    238.70237   0.15414109 
  101500   -940.13754    50.952219   -889.18532    1824.9237   -52.617088    2.1554835    223.17111   0.13181416 
  101600   -939.47738    46.372793   -893.10459    1660.9053    15807.875    2.1993419    231.50005    0.1577115 
  101700   -935.84801    51.848865   -883.99914    1857.0383   -5731.3462    2.1351022    230.86578   0.14620767 
  101800   -940.39046    53.235686   -887.15477    1906.7092    -6595.916     2.141455     226.2331   0.13541692 
  101900   -941.22145    49.790681   -891.43076    1783.3216    7091.3396     2.179455    237.13367   0.12762832 
  102000   -941.05895     49.06164   -891.99731      1757.21    2241.4052    2.1641438    229.64012   0.13617948 
  102100   -934.75358    51.906068   -882.84751    1859.0871   -10485.068      2.12331    225.27448   0.14519393 
  102200    -942.8262    50.728323   -892.09788    1816.9046    7295.1012    2.1818224     236.2853    0.1365275 
  102300   -941.66034    50.143329   -891.51701    1795.9522    3743.0556    2.1735331    233.20352   0.12211682 
  102400   -938.71405    53.143954    -885.5701    1903.4237   -11147.225    2.1252985    237.94845   0.13975263 
  102500   -941.81388    51.333248   -890.48063    1838.5708    1355.6209    2.1627768    226.67329   0.13401695 
  102600    -944.5282    51.017503   -893.51069     1827.262    6723.6663    2.1864252    228.56165   0.13222581 
  102700   -940.31165    51.318449    -888.9932    1838.0407    -3962.715    2.1477997    222.86535   0.13828492 
  102800   -939.51324     51.22366   -888.28958    1834.6457   -6743.1626     2.140217    229.07223   0.12363953 
  102900   -943.34082    46.432831   -896.90799    1663.0556    12314.595     2.200774    233.37622   0.13048085 
  103000   -939.81394    52.024876   -887.78906    1863.3424   -1765.6734    2.1516608    231.81534   0.12909051 
  103100   -939.83884    50.529723   -889.30911    1809.7914    -12857.71    2.1230194    239.42322   0.15419832 
  103200   -939.17812    47.432987   -891.74513    1698.8776    17145.299    2.1997912     235.0964   0.14740406 
Loop time of 70.6574 on 1 procs for 100000 steps with 217 atoms

Performance: 366.841 ns/day, 0.065 hours/ns, 1415.280 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 67.146     | 67.146     | 67.146     |   0.0 | 95.03
Neigh   | 1.9018     | 1.9018     | 1.9018     |   0.0 |  2.69
Comm    | 0.47816    | 0.47816    | 0.47816    |   0.0 |  0.68
Output  | 0.033799   | 0.033799   | 0.033799   |   0.0 |  0.05
Modify  | 0.93745    | 0.93745    | 0.93745    |   0.0 |  1.33
Other   |            | 0.1606     |            |       |  0.23

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    950 ave 950 max 950 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4275 ave 4275 max 4275 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8550 ave 8550 max 8550 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8550
Ave neighs/atom = 39.4009
Neighbor list builds = 3239
Dangerous builds = 54
Total wall time: 0:01:12
